dice,err_branchpoints,err_components,err_tips,error_diametro,error_longitud,error_msg,error_topologico,fn,fp,gt_diameter,gt_length,gt_num_branchpoints,gt_num_components,gt_num_tips,iou,precision,pred_diameter,pred_length,pred_num_branchpoints,pred_num_components,pred_num_tips,recall,sample,status,tn,tp
0.7521164111107334,0.7704533611255863,12.666666666666666,0.3076923076923077,0.06722343268357456,1.4277381741110224,,4.581604111828187,3074,11508,2.7785233998224057,10557.1682861056,3838,3,13,0.6027136006974717,0.6578055307760928,2.965305280550104,25630.0404586928,6795,41,17,0.8779965073821241,sample_023,ok,67072160,22122
0.8539138986990925,1.0413486005089059,7.75,2.1538461538461537,0.0861081838089328,1.9663766603964765,,3.6483982514516864,5879,10460,3.6044014564554034,12351.749466369642,4716,4,13,0.7450695874680148,0.8203150499029427,3.2940329933217565,36639.94133210354,9627,35,41,0.890382607398568,sample_024,ok,67044772,47753
0.8594620215665363,1.2154055896387184,4.0,1.6,0.09470524847175651,2.3537998466183363,,2.271801863212906,1442,3302,3.545358788725834,3893.650659057965,1467,3,5,0.7535584415584415,0.8145777178796046,3.2095947037180284,13058.524983133988,3250,15,13,0.9095811387007775,sample_025,ok,67089614,14506
0.8013545703175368,0.7378782765215435,27.5,0.7894736842105263,0.019115301043239077,1.4516774446681218,,9.67578398691069,5399,23872,2.956117568749326,23800.37076072425,8889,2,19,0.6685501404112691,0.7120837504372053,3.0126246459951775,58350.83216880631,15448,57,34,0.9162166356300434,sample_026,ok,67020552,59041
0.8204519294844611,0.8709322779243623,5.4,1.0,0.03547317695628296,1.60779020643825,,2.4236440926414544,3385,11434,3.1332748045612013,12290.314884748643,4548,5,11,0.6955646403845759,0.7475492360681798,3.022127592966339,32050.56279048976,8509,32,22,0.9091104368606181,sample_027,ok,67060187,33858
0.7723009604092598,0.9045038069428313,14.75,0.5555555555555556,0.06044506627671062,1.7029003919754333,,5.403353120832796,4111,24197,2.7550097805889227,20375.8760568199,7749,4,18,0.6290637489353338,0.664880062046424,2.921536529369606,55073.963380821355,14758,63,28,0.921121301661614,sample_028,ok,67032549,48007
0.7958285309596879,0.8868560423688011,5.2,1.25,0.02577780788968478,1.6060804157056427,,2.4456186807896003,2412,12291,2.925288700120361,11358.694993020361,4154,5,8,0.6608930301213155,0.6998241586479754,3.0006962302539293,29601.672569284103,7838,31,18,0.9223613480542054,sample_029,ok,67065506,28655
0.7265048880148938,0.7020574320607328,34.0,0.75,0.1191665879390878,1.3645491531424874,,11.817352477353579,3730,30205,2.569369851477999,24002.164758078656,9089,2,20,0.5704810966116927,0.5987486217569775,2.8755528898321927,56754.29835230134,15470,70,35,0.9235687062005655,sample_030,ok,67029857,45072
0.8219047255224051,0.8827910623284986,6.666666666666667,1.3,0.06956984266209992,1.522439526840847,,2.9498192429983887,3306,6018,3.3077331266521437,6978.285341939196,2551,3,10,0.6976555660040857,0.7814259252533323,3.077614653462738,17602.302776081524,4803,23,23,0.8668063333467628,sample_031,ok,67078025,21515
0.8094722494681732,0.7416053725615606,13.2,1.1875,0.000342204592301576,1.4126178038350448,,5.0430351241871865,7371,22543,3.010338461055207,25398.766055317174,9381,5,16,0.6799272416006847,0.738143084482338,3.011368612700962,61277.5151804994,16338,71,35,0.896061593129997,sample_032,ok,67015404,63546
0.7881225004108914,0.6839865224330555,16.0,1.1538461538461537,0.018472194597912803,1.3555646444651377,,5.945944225426403,4108,15229,2.940963417427952,15147.159751091645,5639,3,13,0.6503318204010777,0.7025179223721993,2.995289465980024,35680.113973736836,9496,51,28,0.8974845278498702,sample_033,ok,67053563,35964
0.7303978806483609,0.7365149021759005,6.2,1.4285714285714286,0.11708259194704802,1.4172095452918279,,2.78836211024911,2994,18479,2.5800402680991343,14152.293279633333,5469,5,14,0.5752966772151898,0.6115082201572551,2.8821180700159377,34209.05840329908,9497,36,34,0.9066737321155824,sample_034,ok,67058304,29087
0.7615244675331498,0.7944640753828033,38.5,1.631578947368421,0.0660614805743071,1.5685848269107185,,13.642014340917074,5984,30327,2.7332880996731124,26816.304695222043,10188,2,19,0.6148885848526308,0.6565575348515905,2.9138531583736524,68879.953353962,18282,79,50,0.9064415259537211,sample_035,ok,67014577,57976
0.8439308275164559,1.1177556293835365,4.0,3.0,0.06506646789605908,2.111130934710526,,2.7059185431278454,2149,7264,3.3790530999378583,7189.948125948803,2709,4,7,0.7300002868370479,0.7779543926147826,3.1591900498916727,22368.870033603293,5737,20,28,0.9221348599586942,sample_036,ok,67074001,25450
0.8341386651855965,0.8660683465654125,4.2,1.1111111111111112,0.023107920074659165,1.7247390480480511,,2.059059819225508,1746,7213,3.159126225023827,7606.935295734406,2897,5,9,0.7154698764569505,0.7574728489290878,3.0861253887102165,20726.913636262485,5406,26,19,0.9280711872785696,sample_037,ok,67077377,22528
0.8098205854579792,0.6675548268087723,8.0,1.3636363636363635,0.015711893032332076,1.359747476829621,,3.343730396815045,3165,11940,2.9433528075236985,13038.084091491808,4879,5,11,0.6804189146302762,0.7292517006802721,2.989598451991925,30766.586037590216,8136,45,26,0.9104033970276009,sample_038,ok,67061599,32160
0.8190108139258958,0.7670454545454546,2.3333333333333335,0.2,0.03506917452243963,1.4417283320808894,,1.1001262626262627,1382,3957,3.2312291073807957,4266.4766482632585,1584,3,5,0.6934956082438717,0.7532580906653364,3.1179125698920718,10417.57691022591,2799,10,6,0.8973406626058535,sample_039,ok,67091445,12080
0.8292927125795609,1.3346581875993642,2.3333333333333335,1.2,0.022205075423579204,2.538697191114084,,1.6226638403108993,833,3941,3.2315649773870723,3245.645470345543,1258,3,5,0.7083689676237019,0.7463474287185429,3.1598078333279953,11485.356509263922,2937,10,11,0.9329793225520959,sample_040,ok,67092494,11596
0.7353162085023284,0.7948853150540469,12.5,1.0,0.09709989248088527,1.5511941141435845,,4.764961771684683,1236,12860,2.582282932286903,10142.255547203842,3793,2,9,0.5814229718493883,0.6035758323057954,2.8330223273671864,25874.862656166562,6808,27,18,0.9406225980015372,sample_041,ok,67075188,19580
0.7844590981999644,0.6790724305754365,6.5,0.25,0.0550781884953969,1.2586248952400676,,2.4763574768584786,2110,9984,2.8634215682855895,9392.575999943476,3493,4,8,0.6453580435165093,0.6879219804951238,3.021133641165408,21214.305983906706,5865,30,10,0.9125134754125549,sample_042,ok,67074762,22008
0.8274055478458828,0.9669249106078666,5.25,1.4545454545454546,0.04920720773168093,1.9026677057417045,,2.5571567883844404,2528,8541,3.224586553129824,8808.604965328193,3356,4,11,0.7056195313954416,0.7564793430844239,3.06591365276118,25568.45316549417,6601,25,27,0.9130075705437026,sample_043,ok,67071263,26532
0.8428047301872235,1.1301832208293154,3.6,0.0,0.045942392476327115,2.1200198418232343,,1.5767277402764386,1456,8527,3.208157095690253,8021.0028228993,3111,5,13,0.7283167777928969,0.7583666298279917,3.0607666832743377,25025.68795876599,6627,23,13,0.9484017293925863,sample_044,ok,67072119,26762
0.8401997819638466,1.185578231292517,4.25,0.0,0.08316038575165606,2.284948541886003,,1.811859410430839,3783,8823,3.438929008093063,9687.187006098979,3675,4,9,0.7244349232719801,0.789743345328027,3.152946345207484,31821.910830661876,8032,21,9,0.8975435365490345,sample_045,ok,67063118,33140
0.7644822092405735,0.8843350072898105,10.75,0.3076923076923077,0.06164646727258025,1.5717088431693766,,3.980675771660706,2995,19179,2.730595583588583,16777.872212088998,6173,4,13,0.6187545132560779,0.6523465115014411,2.8989271548669286,43147.80233739503,11632,47,17,0.923171638919529,sample_046,ok,67050702,35988
0.88685198100362,1.243183817062445,4.666666666666667,1.1666666666666667,0.15772081274566216,2.3999516027032097,,2.3588390501319263,2430,4384,3.9881969808645055,5960.334415026747,2274,3,6,0.7967062473894624,0.8589809572825527,3.3591753116527596,20264.848547017285,5101,17,13,0.9165922976590924,sample_047,ok,67075346,26704
0.805365597054182,0.8874821319175005,9.25,1.1666666666666667,0.0034576566661499624,1.6279976767573632,,3.7680495995280556,2460,13820,2.962626641946282,13265.980998340496,4897,4,12,0.6741523557904007,0.7090648814786746,2.972870387704121,34862.96724354615,9243,41,26,0.9319351447069891,sample_048,ok,67058902,33682
0.7617679092797848,0.6649979705046678,11.5,0.7777777777777778,0.07660445502688437,1.2911192668077998,,4.314258582760815,3778,22251,2.7122370308161607,19743.479653899954,7391,4,18,0.6152060788835669,0.6515986596937338,2.9200064704655677,45234.666628877974,12306,50,32,0.916771308351508,sample_049,ok,67041220,41615
