sample,pred_volume_vox,gt_volume_vox,volume_error_rel,pred_centerline_vox,gt_skeleton_vox,pred_length_approx,gt_length_graph,gt_length_skeleton,gt_length_final,length_error_rel,pred_diam_mean,pred_diam_median,pred_diam_std,pred_diam_count,gt_diam_mean,gt_diam_median,gt_diam_std,gt_diam_count,diam_mean_error_rel,diam_median_error_rel
sample_017,101308,71996,0.4071337296516473,7608,12706,16739.199994873637,9503.232309699059,31437.88936499998,9503.232309699059,0.7614217404524043,3.7315651833866825,3.4641016151377544,0.4136544824148701,7608,3.015488806360822,2.6632273197174072,0.7955655192370292,12706,0.23746610351044276,0.3007157104055719
sample_018,26141,23581,0.1085619778635342,1461,2571,3373.6776184086143,1881.8547267913818,6676.771732085993,1881.8547267913818,0.7927407309281704,4.000599698796518,4.0,0.5665741731299876,1461,3.9134884188491426,3.6246259212493896,0.8987525762098226,2571,0.02225924050977323,0.1035621570077005
sample_019,110786,85821,0.2908961676046655,7250,13561,14395.630443999135,10200.05211675167,33140.190923435825,10200.05211675167,0.41132910687358293,3.8298868326102578,3.4641016151377544,0.5773613770797253,7250,3.1140335731367106,2.6261894702911377,1.0269026310774574,13561,0.2298797500607808,0.3190600504363938
sample_020,45077,39315,0.14655983721225996,2496,4049,6229.519486177923,3094.441925883293,9488.319677360687,3094.441925883293,1.0131318135497849,4.098891091380565,4.0,0.6126776250876816,2496,3.903599237565436,3.70464825630188,1.0233253881320374,4049,0.05002866378694329,0.07972463868754746
sample_021,109084,82376,0.3242206467903273,7391,13517,14168.362902066085,10170.082329392433,32961.64652860268,10170.082329392433,0.3931414164778459,3.8174727474392514,3.4641016151377544,0.4702244101251234,7391,3.122965630760399,2.799578905105591,0.8428766098881773,13517,0.22238705089743485,0.23736523690054737
sample_022,28114,16695,0.6839772386942198,2035,3542,3686.622710393433,2652.8776178359985,8753.342060724839,2652.8776178359985,0.38966934833604555,3.664798115806879,3.4641016151377544,0.46097506832972523,2035,2.7501997123795805,2.4557526111602783,0.709043032574609,3542,0.3325570864218992,0.4106069151245075
sample_023,33630,25196,0.3347356723289411,2299,4200,5341.909793814714,3135.673560142517,10557.168286105785,3135.673560142517,0.7035924471589202,3.8058425579192967,3.4641016151377544,0.5075669318577712,2299,3.0710758330140795,2.4682395458221436,0.8983316604347392,4200,0.23925385267484167,0.40347059141858943
sample_024,58213,53632,0.08541542362768496,2888,5191,5671.018764655073,3930.9986448287964,12351.749466369853,3930.9986448287964,0.4426407325566652,4.204701072458149,4.0,0.8071640614009152,2888,3.9814981993533953,3.8920950889587402,1.1963791521991465,5191,0.0560600211098933,0.02772411993411183
sample_025,17808,15948,0.11662904439428141,1000,1616,2295.4899712595343,1219.8759860992432,3893.65065905777,1219.8759860992432,0.8817404370748753,4.1247196608659,4.0,0.7257325397598655,1000,3.8874633260587657,3.9517712593078613,1.0671182003735575,1616,0.06103114419542884,0.012204335101264379
sample_026,82913,64440,0.2866697703289882,5148,9481,9878.000492833618,7047.9279816150665,23800.370760728943,7047.9279816150665,0.4015467409146294,3.8275502759486746,3.4641016151377544,0.6012602570769487,5148,3.2856775502994613,2.84566330909729,1.002505268304862,9481,0.16491962992528778,0.21732659097911594
sample_027,45292,37243,0.21612115028327472,2768,4970,5788.963908711026,3714.8794256448746,12290.31488474886,3714.8794256448746,0.5583181162619044,3.9146978665149077,4.0,0.49593332460981704,2768,3.4814004825634255,3.2923989295959473,0.9175378453986938,4970,0.12446065487772799,0.2149196028595756
sample_028,72204,52118,0.38539468130012666,4659,8711,8392.659904015005,6663.171960353851,20375.87605682264,6663.171960353851,0.2595592540537267,3.8539453590393817,4.0,0.5067399317406789,4659,3.0444506096820745,2.5901613235473633,0.9145974896860781,8711,0.2658918974684372,0.5443053541243477
sample_029,40946,31067,0.31799015032027556,2603,4572,5018.641887383653,3435.711744070053,11358.694993020586,3435.711744070053,0.46072844907483723,3.8792724872662054,3.4641016151377544,0.6060555780619903,2603,3.2227859351057186,2.5953750610351562,1.059467368736735,4572,0.20370156919496166,0.3347210070501755
sample_030,75277,48802,0.5424982582681037,5457,9774,10426.54755245234,7338.1751428842545,24002.16475808438,7338.1751428842545,0.42086381824272023,3.6969702345001934,3.4641016151377544,0.4088016635010559,5457,2.8421059640999924,2.5597550868988037,0.7081796620909987,9774,0.30078550244023367,0.3532941619561679
sample_031,27533,24821,0.10926231819829983,1638,2919,2934.2166376446853,2205.057384967804,6978.285341939267,2205.057384967804,0.3306758625184386,3.9657151379264333,4.0,0.5476910367014948,1638,3.6651654236118203,3.6217212677001953,1.0472075446531015,2919,0.08200167784471721,0.10444722394112148
sample_032,86089,70917,0.21394023999887193,5476,10108,10959.43199962961,7500.793281555176,25398.76605532298,7500.793281555176,0.46110305780315264,3.874636234159225,4.0,0.5367901370063641,5476,3.3349529261828694,3.066537857055664,0.9969557674735804,10108,0.16182636454604113,0.30440261508481736
sample_033,51193,40072,0.27752545418247154,3115,6017,5869.464381968117,4463.620972275734,15147.159751091858,4463.620972275734,0.31495582138902517,3.8362225792266016,3.4641016151377544,0.5936473611544789,3115,3.2494997800297964,2.8499937057495117,0.953352705557462,6017,0.18055788241703624,0.21547693531720982
sample_034,47566,32081,0.4826844549733487,3564,6049,6954.754050212567,4584.632465481758,14152.293279633495,4584.632465481758,0.5169709028097095,3.7684061274583995,3.4641016151377544,0.5200920398491657,3564,2.8545798050074325,2.5025901794433594,0.8501741462391628,6049,0.3201263880757356,0.38420650875736273
sample_035,88303,63960,0.3805972482801751,5881,11027,10877.669387443306,8267.95126247406,26816.30469522917,8267.95126247406,0.31564265948373854,3.796161743588958,3.4641016151377544,0.48191692928448965,5881,3.0323046075797224,2.589306116104126,0.8615665841317485,11027,0.2519064654981741,0.3378493927747126
sample_036,32714,27599,0.1853328019131128,1677,3037,3159.1475577316055,2293.937875509262,7189.948125948921,2293.937875509262,0.3771722379492356,4.176325877453814,4.0,0.7153953713874983,1677,3.7460912457806206,3.403041362762451,1.2215276376255613,3037,0.11484894612692219,0.17541915410424574
sample_037,29741,24274,0.22522040042844196,1592,3119,2561.9203139471115,2329.4553617239,7606.935295734601,2329.4553617239,0.09979369256991355,3.9886561899839448,4.0,0.6241928972498283,1592,3.4785660443760027,3.1498961448669434,1.1086982536447239,3119,0.14663805116842157,0.2698831377403925
sample_038,44100,35325,0.2484076433121019,2657,5209,5337.478961125238,3874.263510107994,13038.084091492114,3874.263510107994,0.3776757691364306,3.8259460317812337,3.4641016151377544,0.5699797313517857,2657,3.257540737010394,2.7399837970733643,1.0079281385715888,5209,0.17448908261159404,0.26427813873857064
sample_039,16037,13462,0.19127915614321794,900,1681,1896.775847326371,1246.6641581058502,4266.47664826302,1246.6641581058502,0.5214810139470792,3.930816787568482,4.0,0.6126549185605776,900,3.5764740483523974,3.3031270503997803,1.0730151224248383,1681,0.09907599899384775,0.21097370430116413
sample_040,15537,12429,0.25006034274680183,868,1445,1653.4220242988642,1115.7965173721313,3245.6454703454174,1115.7965173721313,0.48183113906191594,4.109657241337604,4.0,0.7590488434480581,868,3.5732291969048524,2.942664861679077,1.1444270155990262,1445,0.15012416357098157,0.3593121160653035
sample_041,32440,20816,0.5584166026133743,2403,4112,4758.681873143399,3084.5980056524277,10142.255547204064,3084.5980056524277,0.5427235135415589,3.710159066021871,3.4641016151377544,0.4625066276688434,2403,2.847853574481456,2.5717010498046875,0.6948841246411644,4112,0.3027913721643592,0.34700789401662446
sample_042,31992,24118,0.3264781491002571,1980,3767,3521.219483270071,2800.1944741010666,9392.5759999438,2800.1944741010666,0.2574910477960542,3.8609632070265714,3.4641016151377544,0.5337436706006796,1980,3.1807315871732635,2.7618207931518555,0.9947951254720722,3767,0.21386011400535498,0.25428182151689843
sample_043,35073,29060,0.20691672401927047,2187,3633,4611.43152308182,2705.1581671237946,8808.604965328363,2705.1581671237946,0.7046809236980153,3.9887545030346105,4.0,0.5495455345875605,2187,3.581686715859209,3.670778751373291,1.0160175670646359,3633,0.11365253844591208,0.08968703126102127
sample_044,35289,28218,0.2505847331490538,2016,3478,4056.2576712806344,2650.6942324638367,8021.002822899462,2650.6942324638367,0.5302623824364374,4.009344964678638,4.0,0.5199913936250783,2016,3.567258981331249,3.6720123291015625,0.9898263443855612,3478,0.12392876033419051,0.0893209612339964
sample_045,41963,36923,0.13650028437559245,2372,4007,5106.886975299993,3004.4342606067657,9687.187006099171,3004.4342606067657,0.6997832311593406,4.111553324895623,4.0,0.6702691930185474,2372,3.793258668182198,3.6906373500823975,1.1127862949817273,4007,0.0839106121033286,0.0838236381883188
sample_046,55167,38983,0.41515532411564016,4052,6880,9378.268892046757,5157.347073435783,16777.872212089496,5157.347073435783,0.818428885725356,3.8171697371358957,4.0,0.3909072590262632,4052,3.0182781174778937,2.7244937419891357,0.6875402520553201,6880,0.26468456138348334,0.4681626675639288
sample_047,31088,29134,0.0670694034461454,1328,2461,2356.749283144878,1835.7961621284485,5960.334415026711,1835.7961621284485,0.2837750354660449,4.3777111643079865,4.0,0.7206801659906045,1328,4.381997586362297,4.090555191040039,1.1241276381827583,2461,0.000978189049590176,0.022137628466275518
sample_048,47502,36142,0.3143157545238227,3047,5345,6004.840520971894,4006.8878680467606,13265.980998340669,4006.8878680467606,0.4986295396130155,3.851818223004707,4.0,0.476963050346202,3047,3.283300894415189,3.0858116149902344,0.9255300659816041,5345,0.17315419660639425,0.29625540994428423
sample_049,63866,45393,0.40695701980481575,4436,7945,8033.901362458835,5927.08115530014,19743.47965390252,5927.08115530014,0.355456615483445,3.7715482767173816,3.4641016151377544,0.5104364090458242,4436,2.9961705108496135,2.5892505645751953,0.8770163918726707,7945,0.2587895992768105,0.3378780958984135
